0, 10, 0, 18348, 18.3481, 77.2506, 3058, 2344.41, 3.30893
0, 10, 0, 36672, 18.3361, 77.2192, 3058, 2669.27, 3.30893
0, 10, 0, 91432, 18.2866, 77.2002, 3058, 2669.37, 3.30893
0, 10, 0, 182675, 18.2676, 77.1938, 3058, 2669.37, 3.30893
0, 10, 1000, 0, 18348, 18.3481, 77.2506, 7718, 3032.11, 11.3551
0, 10, 2000, 0, 36672, 18.3361, 77.2192, 7718, 5954.58, 11.3551
0, 10, 1000, 0, 18348, 18.3481, 77.2506, 7644, 3548.19, 13.5458
0, 10, 2000, 0, 36672, 18.3361, 77.2192, 13290, 7130.43, 23.8738
0, 24, 1000, 0, 17522, 17.5229, 77.2507, 7644, 3579.31, 13.676
